#width: 32
p d birth death 
2 1 8.10868 7.99717
2 1 8.01844 7.99681
2 1 8.02528 7.99673
2 1 8.08681 7.99583
2 1 8.10077 7.9957
2 1 8.07846 7.99553
2 1 8.08946 7.99502
2 1 8.19334 7.99406
2 1 8.01566 7.99289
2 1 8.06056 7.99045
2 1 7.9969 7.98656
2 1 8.01149 7.98568
2 1 8.03829 7.98405
2 1 8.06192 7.98356
2 1 8.00255 7.98154
2 1 7.98896 7.98112
2 1 7.98182 7.98106
2 1 7.98532 7.98067
2 1 7.99245 7.9798
2 1 7.99804 7.97974
2 1 8.33515 7.97966
2 1 8.00622 7.97964
2 1 7.9841 7.97843
2 1 7.98209 7.97829
2 1 8.05536 7.97778
2 1 7.98714 7.97771
2 1 8.09327 7.97728
2 1 8.0509 7.97677
2 1 7.98672 7.97665
2 1 8.02371 7.97647
2 1 7.98429 7.97597
2 1 7.98978 7.97507
2 1 7.98714 7.97501
2 1 7.98725 7.97443
2 1 7.98693 7.97313
2 1 8.06841 7.97272
2 1 8.00526 7.97102
2 1 7.98306 7.96977
2 1 7.99276 7.96936
2 1 7.98338 7.9653
2 1 8.0673 7.96515
2 1 7.98678 7.9645
2 1 7.99494 7.96379
2 1 7.99051 7.95954
2 1 8.03276 7.95938
2 1 7.98582 7.95927
2 1 7.96408 7.95744
2 1 7.98879 7.95508
2 1 8.54526 7.95414
2 1 7.97154 7.95152
2 1 7.95277 7.9498
2 1 8.16059 7.949
2 1 7.95611 7.94059
2 1 8.28079 7.93649
2 1 7.93513 7.93464
2 1 7.96604 7.93111
2 1 7.99328 7.93017
2 1 7.95351 7.92956
2 1 7.96012 7.92881
2 1 8.15665 7.92798
2 1 7.92811 7.92667
2 1 7.96652 7.92472
2 1 7.99109 7.92472
2 1 7.92088 7.91884
2 1 8.01981 7.91867
2 1 8.4027 7.91482
2 1 8.07521 7.91449
2 1 7.93596 7.91377
2 1 8.13621 7.91149
2 1 8.42287 7.90936
2 1 8.19177 7.90524
2 1 7.91314 7.90517
2 1 8.01769 7.90201
2 1 7.92919 7.90117
2 1 7.9123 7.8997
2 1 8.11312 7.89817
2 1 7.90059 7.89713
2 1 7.90059 7.89713
2 1 7.89944 7.89606
2 1 7.97091 7.89591
2 1 8.13772 7.89482
2 1 7.92247 7.89446
2 1 7.89695 7.89422
2 1 8.04547 7.8942
2 1 8.08347 7.8942
2 1 7.89357 7.89323
2 1 7.90098 7.89323
2 1 7.92513 7.89269
2 1 7.89219 7.89204
2 1 7.907 7.89114
2 1 8.0833 7.891
2 1 7.89159 7.89076
2 1 7.8901 7.8898
2 1 7.89461 7.8898
2 1 7.8901 7.8898
2 1 7.91063 7.88977
2 1 7.88901 7.88842
2 1 8.04536 7.8884
2 1 7.90098 7.88784
2 1 7.88787 7.88722
2 1 7.95837 7.88712
2 1 7.97759 7.88695
2 1 7.8901 7.8869
2 1 7.8935 7.8869
2 1 8.03301 7.88681
2 1 7.90849 7.88681
2 1 8.09029 7.88666
2 1 8.06587 7.8866
2 1 7.89612 7.88631
2 1 7.95647 7.88628
2 1 7.90059 7.88626
2 1 7.88787 7.88584
2 1 7.89002 7.88584
2 1 7.88707 7.88569
2 1 7.89116 7.88569
2 1 7.8904 7.88565
2 1 7.88635 7.88561
2 1 7.89307 7.88546
2 1 7.88778 7.88518
2 1 7.89166 7.88468
2 1 7.88546 7.88461
2 1 7.89282 7.88443
2 1 7.89348 7.88441
2 1 7.89038 7.88341
2 1 7.91134 7.8821
2 1 7.88933 7.88203
2 1 7.89635 7.88174
2 1 7.88849 7.88174
2 1 7.88823 7.8817
2 1 8.15599 7.88143
2 1 7.91259 7.88082
2 1 7.88914 7.87998
2 1 7.89266 7.87957
2 1 8.05001 7.87945
2 1 7.89487 7.878
2 1 7.93238 7.8773
2 1 7.90049 7.87685
2 1 7.92562 7.87554
2 1 8.05145 7.87278
2 1 7.8827 7.87136
2 1 7.95557 7.86993
2 1 7.90382 7.8695
2 1 7.90726 7.86921
2 1 8.18778 7.86878
2 1 7.91102 7.86813
2 1 7.92267 7.86706
2 1 7.90732 7.86678
2 1 7.88552 7.86584
2 1 7.89219 7.86584
2 1 7.87967 7.86085
2 1 7.91156 7.859
2 1 8.04274 7.85841
2 1 7.88006 7.85748
2 1 7.94169 7.857
2 1 8.15062 7.85647
2 1 8.05421 7.84884
2 1 7.87372 7.8468
2 1 7.97823 7.84599
2 1 7.86326 7.84563
2 1 7.88023 7.84561
2 1 8.07797 7.84396
2 1 7.96663 7.84175
2 1 7.86604 7.84112
2 1 7.89329 7.83845
2 1 8.42436 7.83583
2 1 7.85143 7.83568
2 1 7.8371 7.83447
2 1 7.86762 7.83445
2 1 7.993 7.8344
2 1 7.8633 7.83379
2 1 7.85902 7.83354
2 1 7.89674 7.83335
2 1 7.99413 7.83327
2 1 7.87375 7.83215
2 1 7.83346 7.82926
2 1 7.83817 7.82672
2 1 8.36037 7.82519
2 1 7.83508 7.82496
2 1 7.89076 7.82494
2 1 7.8649 7.82431
2 1 7.90114 7.82431
2 1 7.90114 7.82431
2 1 7.91201 7.82272
2 1 7.88348 7.82247
2 1 7.94459 7.82034
2 1 7.94854 7.81983
2 1 7.86232 7.81885
2 1 7.82043 7.81325
2 1 7.85351 7.81074
2 1 7.81964 7.81042
2 1 7.83233 7.81021
2 1 7.91102 7.81021
2 1 7.827 7.81018
2 1 7.8236 7.80956
2 1 7.9259 7.80939
2 1 7.82043 7.80887
2 1 7.90609 7.80825
2 1 7.82554 7.80768
2 1 7.90257 7.80659
2 1 7.82002 7.80619
2 1 7.80679 7.80579
2 1 7.81697 7.80543
2 1 7.80748 7.80523
2 1 7.80719 7.80445
2 1 7.80719 7.80419
2 1 7.81741 7.80377
2 1 7.81126 7.80351
2 1 7.82017 7.80169
2 1 7.9452 7.80155
2 1 7.80749 7.80121
2 1 7.81467 7.80119
2 1 8.05897 7.8011
2 1 7.81899 7.80105
2 1 7.80457 7.80067
2 1 7.8101 7.80048
2 1 7.80147 7.80011
2 1 7.80852 7.79981
2 1 7.80724 7.79928
2 1 7.80844 7.79897
2 1 7.8101 7.79854
2 1 7.81316 7.79833
2 1 7.80749 7.79833
2 1 7.81112 7.79818
2 1 7.82646 7.79818
2 1 7.80147 7.79811
2 1 7.80163 7.79806
2 1 7.82161 7.79803
2 1 7.80048 7.79782
2 1 7.80954 7.79761
2 1 7.79734 7.7973
2 1 7.82824 7.79399
2 1 7.79782 7.79316
2 1 7.80315 7.79304
2 1 7.80504 7.79059
2 1 7.84838 7.79043
2 1 7.8055 7.79005
2 1 7.82703 7.79002
2 1 7.9773 7.79001
2 1 7.8456 7.78911
2 1 7.8075 7.78519
2 1 7.80477 7.78519
2 1 7.80698 7.78517
2 1 7.79823 7.78389
2 1 7.89858 7.78335
2 1 7.80322 7.78306
2 1 7.79344 7.78178
2 1 7.82858 7.78174
2 1 7.80672 7.7788
2 1 8.1659 7.77855
2 1 7.88695 7.7785
2 1 7.81509 7.77818
2 1 7.80467 7.77806
2 1 7.81864 7.77391
2 1 7.80948 7.77327
2 1 7.96027 7.7731
2 1 7.9298 7.77267
2 1 7.80134 7.76593
2 1 8.22669 7.76338
2 1 8.09077 7.76261
2 1 7.8358 7.7622
2 1 7.89674 7.76207
2 1 7.76439 7.76072
2 1 7.76517 7.76047
2 1 7.88929 7.7574
2 1 7.83282 7.75583
2 1 8.27211 7.75578
2 1 7.897 7.75066
2 1 7.808 7.75039
2 1 7.79726 7.74756
2 1 7.74718 7.74699
2 1 7.79902 7.74657
2 1 8.01732 7.74657
2 1 7.80026 7.74433
2 1 7.80748 7.74433
2 1 7.92318 7.74408
2 1 7.84622 7.74374
2 1 8.10598 7.73771
2 1 7.74633 7.73666
2 1 7.8177 7.73567
2 1 7.73733 7.73565
2 1 7.77133 7.7347
2 1 7.86306 7.73197
2 1 7.80757 7.72951
2 1 7.77093 7.72908
2 1 7.82312 7.7287
2 1 7.92909 7.7287
2 1 8.26642 7.72855
2 1 7.77482 7.72808
2 1 7.7393 7.72758
2 1 7.76355 7.72651
2 1 7.73653 7.72649
2 1 7.78832 7.72648
2 1 7.72474 7.72464
2 1 7.7303 7.72366
2 1 7.79956 7.72316
2 1 7.7429 7.72197
2 1 7.8846 7.72133
2 1 7.72441 7.72007
2 1 7.7318 7.72007
2 1 7.72403 7.71977
2 1 7.72348 7.71977
2 1 7.72165 7.71967
2 1 7.72583 7.71966
2 1 7.86668 7.71946
2 1 7.72854 7.7193
2 1 7.72024 7.71836
2 1 7.93189 7.71801
2 1 7.95649 7.7179
2 1 7.76889 7.71781
2 1 7.72369 7.71748
2 1 7.71708 7.71705
2 1 7.71752 7.71671
2 1 7.71897 7.71639
2 1 7.71807 7.71611
2 1 7.71625 7.7155
2 1 7.71708 7.71476
2 1 7.72844 7.71423
2 1 7.72342 7.7141
2 1 7.72736 7.71368
2 1 7.76618 7.71331
2 1 7.93001 7.7133
2 1 7.7892 7.71326
2 1 7.71752 7.71315
2 1 7.91094 7.71233
2 1 7.71759 7.71219
2 1 7.71244 7.71207
2 1 7.71418 7.71207
2 1 7.7129 7.71207
2 1 7.71393 7.71192
2 1 7.71186 7.71178
2 1 7.71477 7.7116
2 1 7.80172 7.71083
2 1 7.79143 7.71077
2 1 7.71577 7.71012
2 1 7.71047 7.70939
2 1 7.80306 7.7088
2 1 7.89712 7.70757
2 1 7.71577 7.70703
2 1 7.71908 7.70609
2 1 7.72146 7.70488
2 1 7.7184 7.70453
2 1 7.72552 7.70427
2 1 7.89291 7.70304
2 1 7.74916 7.69861
2 1 7.69767 7.69726
2 1 7.69767 7.69726
2 1 7.71602 7.69709
2 1 7.73569 7.6969
2 1 7.72633 7.69652
2 1 7.75638 7.69618
2 1 7.79262 7.69571
2 1 7.72369 7.69177
2 1 7.72146 7.68968
2 1 7.784 7.68939
2 1 7.81261 7.68591
2 1 7.69285 7.68518
2 1 7.69101 7.68431
2 1 7.88117 7.68336
2 1 7.68625 7.67929
2 1 7.68625 7.67929
2 1 7.73673 7.6773
2 1 7.69225 7.6765
2 1 7.74203 7.67594
2 1 7.80291 7.67553
2 1 8.07411 7.67411
2 1 7.68591 7.67256
2 1 7.71499 7.67214
2 1 7.75956 7.67205
2 1 7.6921 7.67117
2 1 8.14646 7.67036
2 1 7.68698 7.66811
2 1 7.70552 7.6678
2 1 7.68093 7.66705
2 1 7.71179 7.6641
2 1 7.66905 7.6641
2 1 7.67839 7.66306
2 1 7.66784 7.65925
2 1 7.73196 7.65281
2 1 7.7189 7.65204
2 1 7.67579 7.65138
2 1 7.66481 7.65057
2 1 8.01479 7.65057
2 1 7.65052 7.6504
2 1 7.73707 7.64735
2 1 7.65484 7.64691
2 1 7.74129 7.64554
2 1 7.65368 7.64502
2 1 7.66791 7.64318
2 1 7.64389 7.64136
2 1 7.67144 7.64118
2 1 7.76755 7.64109
2 1 7.6406 7.64051
2 1 7.72986 7.6403
2 1 7.80265 7.64017
2 1 7.75058 7.63989
2 1 7.72626 7.63945
2 1 7.64491 7.63945
2 1 7.73844 7.63886
2 1 7.64738 7.63877
2 1 7.64738 7.63859
2 1 7.65926 7.63768
2 1 7.64781 7.63748
2 1 7.63911 7.63504
2 1 7.63469 7.63457
2 1 7.90354 7.63451
2 1 7.63739 7.63446
2 1 7.63418 7.63398
2 1 7.6374 7.63326
2 1 7.63884 7.63309
2 1 7.63397 7.63291
2 1 7.64195 7.63274
2 1 7.63318 7.63247
2 1 7.64096 7.63246
2 1 7.63469 7.63066
2 1 7.6339 7.63031
2 1 7.63614 7.63023
2 1 7.6339 7.6298
2 1 7.62974 7.62951
2 1 7.63229 7.62943
2 1 7.66001 7.62857
2 1 7.63224 7.62848
2 1 7.62951 7.62815
2 1 7.64429 7.62815
2 1 7.64294 7.62808
2 1 7.62854 7.62783
2 1 7.62854 7.62768
2 1 7.86766 7.62765
2 1 7.62827 7.62725
2 1 7.63305 7.62701
2 1 7.70051 7.62688
2 1 7.62905 7.62672
2 1 7.64557 7.62658
2 1 7.62974 7.62658
2 1 7.63409 7.62635
2 1 7.63739 7.62635
2 1 7.62951 7.62625
2 1 7.63146 7.62589
2 1 7.64907 7.62582
2 1 8.0083 7.62572
2 1 7.6309 7.62559
2 1 7.63392 7.62559
2 1 7.63115 7.62558
2 1 7.6374 7.625
2 1 7.63907 7.62443
2 1 7.67829 7.62365
2 1 7.62447 7.62361
2 1 7.64195 7.62332
2 1 7.64819 7.62319
2 1 7.63227 7.6229
2 1 7.65363 7.62264
2 1 7.6266 7.6225
2 1 7.63434 7.62235
2 1 7.6342 7.62095
2 1 7.6245 7.62092
2 1 7.63392 7.61974
2 1 7.76355 7.6187
2 1 7.63396 7.61863
2 1 7.62366 7.61693
2 1 7.65993 7.61674
2 1 7.86402 7.61667
2 1 7.84686 7.61607
2 1 7.64122 7.61557
2 1 7.62183 7.6146
2 1 7.62291 7.61454
2 1 7.62905 7.61435
2 1 7.62238 7.61407
2 1 7.69626 7.61308
2 1 7.71639 7.61133
2 1 7.61837 7.61068
2 1 7.64066 7.60971
2 1 7.64008 7.60907
2 1 7.62253 7.60848
2 1 7.63991 7.60771
2 1 7.6203 7.60768
2 1 7.79404 7.60768
2 1 8.25691 7.60376
2 1 7.60518 7.60234
2 1 7.67829 7.60145
2 1 7.69644 7.5989
2 1 7.64711 7.59753
2 1 7.76757 7.59693
2 1 7.75886 7.59693
2 1 7.6412 7.59445
2 1 7.62136 7.59268
2 1 7.62243 7.59268
2 1 7.62243 7.59268
2 1 7.60024 7.59264
2 1 7.73838 7.59264
2 1 7.60646 7.59254
2 1 8.02047 7.59228
2 1 7.76868 7.59094
2 1 7.66645 7.58981
2 1 7.75131 7.58892
2 1 7.65009 7.58864
2 1 7.6373 7.58526
2 1 7.71994 7.58465
2 1 7.64577 7.57806
2 1 8.0353 7.57806
2 1 8.13899 7.57556
2 1 7.72147 7.5752
2 1 7.85678 7.57375
2 1 7.72897 7.5718
2 1 7.5721 7.57063
2 1 7.58884 7.56923
2 1 7.68584 7.56917
2 1 7.57724 7.56712
2 1 7.78501 7.56651
2 1 7.61479 7.56631
2 1 7.56641 7.56618
2 1 7.57984 7.566
2 1 7.79352 7.56333
2 1 7.63185 7.56333
2 1 7.64374 7.56139
2 1 7.57925 7.56137
2 1 7.62589 7.55969
2 1 7.58027 7.55937
2 1 7.56436 7.55931
2 1 7.56564 7.55878
2 1 7.56637 7.55633
2 1 7.60908 7.55585
2 1 7.58943 7.5525
2 1 7.61663 7.55191
2 1 7.55494 7.55093
2 1 7.60568 7.55002
2 1 7.551 7.54957
2 1 7.66433 7.5482
2 1 7.5505 7.54789
2 1 7.6005 7.54784
2 1 7.56541 7.54744
2 1 7.54828 7.54687
2 1 7.57906 7.54657
2 1 7.54738 7.54514
2 1 7.55007 7.545
2 1 7.5457 7.54485
2 1 7.59793 7.54449
2 1 7.55841 7.54439
2 1 7.54665 7.54439
2 1 7.55979 7.54424
2 1 7.55864 7.5441
2 1 7.55482 7.54406
2 1 7.55464 7.5439
2 1 7.55063 7.54382
2 1 7.56083 7.5438
2 1 7.54577 7.54375
2 1 7.54356 7.54346
2 1 7.55148 7.54331
2 1 7.54852 7.5432
2 1 7.54828 7.54301
2 1 7.5469 7.543
2 1 7.54707 7.54289
2 1 7.54997 7.54286
2 1 7.54728 7.5428
2 1 7.54573 7.5428
2 1 7.54694 7.54271
2 1 7.54338 7.54263
2 1 7.54357 7.54248
2 1 7.55452 7.54243
2 1 7.55452 7.54243
2 1 7.56127 7.54238
2 1 7.5432 7.54235
2 1 7.54909 7.54233
2 1 7.54303 7.54224
2 1 7.54432 7.54223
2 1 7.54303 7.54215
2 1 7.54625 7.54212
2 1 7.54852 7.54205
2 1 7.54665 7.54197
2 1 7.54445 7.54184
2 1 7.55108 7.54172
2 1 7.54202 7.54157
2 1 7.6754 7.54143
2 1 7.5418 7.54111
2 1 7.54145 7.54084
2 1 7.54515 7.5408
2 1 7.54254 7.54074
2 1 7.54301 7.54057
2 1 7.55227 7.54053
2 1 7.61959 7.54047
2 1 7.55678 7.54041
2 1 7.73566 7.54041
2 1 7.54911 7.54039
2 1 7.54882 7.53986
2 1 7.64506 7.53973
2 1 7.55181 7.53966
2 1 7.55225 7.53964
2 1 7.54425 7.53888
2 1 7.53845 7.53833
2 1 7.55451 7.53822
2 1 7.58209 7.53819
2 1 7.55192 7.53751
2 1 7.69612 7.53731
2 1 7.55478 7.53723
2 1 7.54573 7.53721
2 1 7.54013 7.53713
2 1 7.54707 7.53695
2 1 7.53851 7.53614
2 1 7.59777 7.53614
2 1 7.55493 7.53597
2 1 7.54645 7.53555
2 1 7.54707 7.53537
2 1 7.81755 7.53516
2 1 7.72663 7.53509
2 1 7.55141 7.53496
2 1 7.6177 7.5347
2 1 7.53663 7.53428
2 1 7.54783 7.53421
2 1 7.56486 7.5341
2 1 7.55193 7.53389
2 1 7.54859 7.53355
2 1 7.588 7.53349
2 1 7.68697 7.53333
2 1 7.54965 7.53333
2 1 7.55095 7.53284
2 1 7.55621 7.53236
2 1 7.55112 7.53177
2 1 7.5566 7.53174
2 1 7.53196 7.5303
2 1 7.65832 7.52905
2 1 7.53411 7.52837
2 1 7.53982 7.52459
2 1 7.70482 7.52326
2 1 7.53293 7.52194
2 1 7.55346 7.52141
2 1 7.55024 7.51977
2 1 7.66001 7.51879
2 1 7.56152 7.51857
2 1 7.57915 7.51838
2 1 7.52892 7.51586
2 1 7.54667 7.51453
2 1 7.51715 7.51434
2 1 7.7358 7.51172
2 1 7.53163 7.5113
2 1 7.71141 7.51108
2 1 7.71046 7.50768
2 1 7.84087 7.50622
2 1 7.57151 7.50084
2 1 7.55156 7.50049
2 1 8.09539 7.49938
2 1 7.50718 7.49791
2 1 7.5378 7.49791
2 1 7.87381 7.49306
2 1 8.03537 7.4922
2 1 7.55513 7.49105
2 1 7.53406 7.48966
2 1 7.53251 7.488
2 1 7.49787 7.48786
2 1 7.48662 7.48614
2 1 7.51027 7.4856
2 1 7.935 7.48132
2 1 7.48085 7.4806
2 1 7.48395 7.4806
2 1 7.55181 7.47815
2 1 7.524 7.47511
2 1 7.47929 7.47357
2 1 7.62751 7.47218
2 1 7.47388 7.47066
2 1 7.47257 7.47059
2 1 7.54433 7.47013
2 1 7.51593 7.46912
2 1 7.6345 7.46912
2 1 7.4995 7.46877
2 1 7.48035 7.46849
2 1 7.47542 7.46848
2 1 7.62523 7.46803
2 1 7.47097 7.46789
2 1 7.48979 7.46756
2 1 7.48467 7.46754
2 1 7.46763 7.46754
2 1 7.47881 7.46595
2 1 7.4659 7.46585
2 1 7.46887 7.46562
2 1 7.46698 7.46421
2 1 7.46433 7.46326
2 1 7.46442 7.46309
2 1 7.47042 7.46309
2 1 7.46659 7.46258
2 1 8.18282 7.46244
2 1 7.46606 7.46227
2 1 7.47149 7.46199
2 1 7.47094 7.46146
2 1 7.46551 7.46128
2 1 7.55346 7.46106
2 1 7.46692 7.46048
2 1 7.46829 7.46016
2 1 8.19278 7.46011
2 1 7.46076 7.45995
2 1 7.46384 7.45986
2 1 7.46266 7.4595
2 1 7.45958 7.4595
2 1 7.46966 7.4593
2 1 7.46924 7.45925
2 1 7.46147 7.45877
2 1 7.46587 7.45858
2 1 7.45912 7.45854
2 1 7.46158 7.45851
2 1 7.46051 7.45848
2 1 7.45976 7.45833
2 1 7.45876 7.45794
2 1 7.45883 7.45793
2 1 7.54097 7.45786
2 1 7.45758 7.45757
2 1 7.45961 7.45753
2 1 7.45764 7.45747
2 1 7.46924 7.45742
2 1 7.45747 7.45734
2 1 7.45857 7.45731
2 1 7.45763 7.45721
2 1 7.47339 7.45716
2 1 7.45763 7.45704
2 1 7.46348 7.45693
2 1 7.46233 7.45685
2 1 7.47733 7.45658
2 1 7.4657 7.45651
2 1 7.45727 7.45651
2 1 7.45659 7.45627
2 1 7.5765 7.45625
2 1 7.45961 7.45624
2 1 7.45903 7.45577
2 1 7.46395 7.45523
2 1 7.4661 7.45509
2 1 7.46649 7.45509
2 1 7.45543 7.45501
2 1 7.45987 7.4548
2 1 7.45958 7.4539
2 1 7.45828 7.4539
2 1 7.47096 7.45374
2 1 7.45616 7.45335
2 1 7.46047 7.4526
2 1 7.5172 7.45171
2 1 7.46181 7.4508
2 1 7.46698 7.45055
2 1 7.49447 7.44908
2 1 7.45122 7.44595
2 1 7.62708 7.44569
2 1 7.44848 7.44523
2 1 7.46766 7.44479
2 1 7.4568 7.44362
2 1 7.74768 7.44041
2 1 7.44326 7.44014
2 1 7.54282 7.43976
2 1 7.45183 7.43935
2 1 7.45074 7.43872
2 1 7.46661 7.4359
2 1 7.45652 7.43382
2 1 7.50664 7.43276
2 1 7.4591 7.43073
2 1 7.57315 7.42884
2 1 7.45451 7.42838
2 1 7.45634 7.42829
2 1 7.42644 7.42622
2 1 7.4792 7.42536
2 1 7.45978 7.42467
2 1 7.48464 7.42459
2 1 7.46004 7.42364
2 1 7.45434 7.42219
2 1 7.4385 7.4213
2 1 7.81454 7.42017
2 1 7.46794 7.41999
2 1 7.46067 7.41994
2 1 7.47975 7.41782
2 1 7.42262 7.41536
2 1 7.50852 7.41536
2 1 7.41651 7.4153
2 1 7.60981 7.41508
2 1 8.45933 7.41076
2 1 7.74123 7.40964
2 1 7.41726 7.40867
2 1 7.41298 7.40521
2 1 7.47835 7.40396
2 1 7.41649 7.40396
2 1 7.48238 7.40334
2 1 7.41289 7.4022
2 1 7.64674 7.40219
2 1 7.40372 7.40117
2 1 7.50738 7.40109
2 1 7.44681 7.40106
2 1 7.46634 7.40095
2 1 7.41213 7.39937
2 1 7.69062 7.39873
2 1 7.45159 7.39816
2 1 7.57491 7.3968
2 1 7.65584 7.39632
2 1 7.41599 7.39608
2 1 7.43555 7.39538
2 1 7.41014 7.39324
2 1 7.41452 7.39289
2 1 7.44681 7.39231
2 1 7.40004 7.39126
2 1 7.41091 7.39044
2 1 7.43154 7.38981
2 1 7.4551 7.38883
2 1 7.50521 7.3885
2 1 7.3972 7.38822
2 1 7.52197 7.38804
2 1 7.41824 7.38778
2 1 7.54134 7.38767
2 1 7.39232 7.38724
2 1 7.46493 7.38724
2 1 7.39498 7.386
2 1 7.39765 7.38587
2 1 7.40359 7.38507
2 1 7.41629 7.38507
2 1 7.42763 7.38496
2 1 7.38655 7.38492
2 1 7.40608 7.38467
2 1 7.47721 7.38406
2 1 7.39484 7.38376
2 1 7.47149 7.38327
2 1 7.44572 7.38324
2 1 7.384 7.38292
2 1 7.42632 7.38289
2 1 7.81319 7.38249
2 1 7.42511 7.38215
2 1 7.39048 7.38188
2 1 7.38763 7.38186
2 1 7.39171 7.38182
2 1 7.39622 7.38156
2 1 7.52432 7.38125
2 1 7.38416 7.38107
2 1 7.38249 7.38088
2 1 7.39569 7.38077
2 1 7.41391 7.38062
2 1 7.40321 7.38055
2 1 7.45772 7.38055
2 1 7.42991 7.38051
2 1 7.38288 7.38025
2 1 7.38477 7.3799
2 1 7.41772 7.37971
2 1 7.40987 7.37964
2 1 7.39644 7.37964
2 1 7.3849 7.37912
2 1 7.39617 7.37912
2 1 7.38972 7.37911
2 1 7.3903 7.37902
2 1 7.38241 7.37896
2 1 7.39569 7.37882
2 1 7.39295 7.37879
2 1 7.39048 7.3787
2 1 7.38297 7.3784
2 1 7.47846 7.37818
2 1 7.41757 7.37813
2 1 7.38105 7.37789
2 1 7.3902 7.37784
2 1 7.38388 7.37779
2 1 7.3782 7.37762
2 1 7.42801 7.37747
2 1 7.38014 7.37729
2 1 7.92792 7.37724
2 1 7.37773 7.37697
2 1 7.41276 7.37695
2 1 7.38699 7.37695
2 1 7.38773 7.37679
2 1 7.37802 7.37663
2 1 7.37821 7.37659
2 1 7.4821 7.37656
2 1 7.37896 7.37654
2 1 7.39259 7.37647
2 1 7.37657 7.37631
2 1 7.37655 7.37623
2 1 7.48198 7.37613
2 1 7.37622 7.37607
2 1 7.37664 7.37606
2 1 7.38595 7.37603
2 1 7.37834 7.37602
2 1 7.37626 7.37595
2 1 7.37664 7.37594
2 1 7.37705 7.37592
2 1 7.38912 7.37582
2 1 7.38595 7.37568
2 1 7.40235 7.37567
2 1 7.37781 7.37567
2 1 7.37673 7.3756
2 1 7.37727 7.37559
2 1 7.38779 7.37556
2 1 7.43095 7.37549
2 1 7.6126 7.37549
2 1 7.37692 7.37545
2 1 7.37647 7.37539
2 1 7.37548 7.37539
2 1 7.37543 7.3752
2 1 7.37609 7.37515
2 1 7.37705 7.37514
2 1 7.3834 7.37504
2 1 7.38884 7.37495
2 1 7.37604 7.37492
2 1 7.44178 7.37486
2 1 7.41726 7.37486
2 1 7.37536 7.37485
2 1 7.37525 7.37481
2 1 7.37561 7.37479
2 1 7.37611 7.37477
2 1 7.37896 7.37477
2 1 7.37598 7.37472
2 1 7.37503 7.37471
2 1 7.37503 7.37471
2 1 7.37625 7.37469
2 1 7.3751 7.37464
2 1 7.37578 7.37459
2 1 7.37522 7.37457
2 1 7.37922 7.37457
2 1 7.37479 7.37455
2 1 7.39068 7.37454
2 1 7.37768 7.3745
2 1 7.47339 7.37447
2 1 7.37539 7.37447
2 1 7.37484 7.37446
2 1 7.37784 7.37442
2 1 7.38576 7.37439
2 1 7.37469 7.37438
2 1 7.38358 7.37433
2 1 7.37648 7.37431
2 1 7.37441 7.37431
2 1 7.37581 7.37431
2 1 7.37441 7.37428
2 1 7.37667 7.37426
2 1 7.37538 7.37423
2 1 7.3744 7.37423
2 1 7.37508 7.37422
2 1 7.3765 7.37421
2 1 7.37453 7.3742
2 1 7.37453 7.3742
2 1 7.37563 7.3742
2 1 7.37472 7.37419
2 1 7.37484 7.37416
2 1 7.37429 7.37415
2 1 7.37782 7.37414
2 1 7.38739 7.37414
2 1 7.37423 7.37412
2 1 7.37514 7.37409
2 1 7.37676 7.37409
2 1 7.3753 7.37409
2 1 7.37815 7.37408
2 1 7.37443 7.37408
2 1 7.37511 7.37407
2 1 7.37865 7.37407
2 1 7.37441 7.37406
2 1 7.37421 7.37406
2 1 7.37487 7.37406
2 1 7.37406 7.37406
2 1 7.37439 7.37406
2 1 7.37419 7.37405
2 1 7.37471 7.37404
2 1 7.37836 7.37402
2 1 7.37434 7.37401
2 1 7.37462 7.37401
2 1 7.3745 7.37401
2 1 7.38973 7.37401
2 1 7.38818 7.37401
2 1 7.37521 7.37399
2 1 7.37399 7.37398
2 1 7.37402 7.37398
2 1 7.37402 7.37398
2 1 7.37519 7.37398
2 1 7.37455 7.37397
2 1 7.37421 7.37397
2 1 7.3745 7.37397
2 1 7.37432 7.37396
2 1 7.37455 7.37396
2 1 7.37622 7.37396
2 1 7.3744 7.37396
2 1 7.37412 7.37395
2 1 7.37407 7.37395
2 1 7.37395 7.37395
2 1 7.37697 7.37394
2 1 7.37746 7.37394
2 1 7.37479 7.37393
2 1 7.37504 7.37393
2 1 7.40628 7.37391
2 1 7.37902 7.37391
2 1 7.37399 7.3739
2 1 7.374 7.3739
2 1 7.37496 7.3739
2 1 7.37393 7.37389
2 1 7.37393 7.37389
2 1 7.37425 7.37389
2 1 7.37681 7.37388
2 1 7.37394 7.37388
2 1 7.37513 7.37388
2 1 7.37389 7.37386
2 1 7.37425 7.37386
2 1 7.37392 7.37385
2 1 7.3739 7.37385
2 1 7.37537 7.37385
2 1 7.37445 7.37385
2 1 7.37451 7.37384
2 1 7.37463 7.37384
2 1 7.37496 7.37384
2 1 7.37607 7.37383
2 1 7.37506 7.37383
2 1 7.37411 7.37382
2 1 7.3746 7.37382
2 1 7.37385 7.37382
2 1 7.37492 7.37382
2 1 7.37384 7.37381
2 1 7.37397 7.3738
2 1 7.37383 7.3738
2 1 7.37389 7.3738
2 1 7.37396 7.3738
2 1 7.37404 7.3738
2 1 7.38354 7.37379
